Company,Paddle,Core Thickness (mm),Retail Price,Discount,Discounted Price,Model State,Stock State,Stock Count,Certification Status,Warranty,Shape,Build,Manufacturing Process,Surface Texture,Surface Layup,Core Type,Spin RPI,Spin Category,Length (in),Width (in),Handle Length (in),Static Weight (oz),Swing Weight,Twist Weight,Balance Point (cm),Firepower (0-100)
Selkirk,SLK Halo Power XL,13.0,$141.05,8%,$129.77,Live,In Stock,53,Dual certified - USAP and UPA-A,6 months,Elongated,Gen-1,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"1,849",Poor,16.4,7.4,5.75,7.5,115.0,5.27,24.2,0
Ronbus,Pulsar FX.R2,16.0,$189.81,25%,$142.36,Attrition,In Stock,100,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,177",Good,16.0,8.0,5.5,8.2,114.1,7.09,23.4,53
PaddleTek,Bantam ESQ-C,12.7,$230.70,39%,$140.73,Live,In Stock,65,Dual certified - USAP and UPA-A,Lifetime,Widebody,Gen-1,Cold Pressed,Peel Ply-Coarse,Toray Carbon Fiber & Fiberglass,Polypropylene Honeycomb,"2,339",Elite,15.9,8.0,5.5,7.6,102.5,6.6,23.2,79
Proton,Series Four,15.0,$302.52,38%,$187.56,Live,In Stock,42,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,3K Kevlar-Carbon Fiber Weave,Polypropylene Honeycomb,"2,114",Good,16.5,7.5,5.5,8.0,116.4,5.61,24.1,60
Engage,Profoam,14.0,$232.12,49%,$118.38,Live,In Stock,126,Dual certified - USAP and UPA-A,Lifetime,Elongated,Gen-4,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Full-Foam (EPP with edge foam),,Poor,16.54,7.51,5.59,8.0,121.6,6.43,24.9,0
Tecnifibre,TF Select,15.0,$230.01,15%,$195.51,Attrition,In Stock,101,USAP certified,3 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Dupont Kevlar,Polypropylene Honeycomb,"2,144",Good,16.3,7.7,5.5,8.2,116.6,6.73,23.9,58
Volair,Mach 2 Forza,14.0,$171.45,43%,$97.73,Live,In Stock,45,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,236",Good,15.88,8.12,5.5,7.8,107.7,6.8,23.7,39
Gherkin,Wrath,16.0,$158.27,12%,$139.28,Live,In Stock,69,TBD,TBD,Hybrid,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Wide cell polypropylene + foam,"2,101",Good,16.22,7.56,5.39,8.0,110.6,6.12,23.5,75
Selkirk,SLK ERA Elongated,16.0,$207.57,43%,$118.31,Live,In Stock,81,USAP certified,6 months,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Polypropylene + foam,"2,190",Good,16.55,7.45,5.8,8.1,117.6,6.35,24.0,70
ProXR,Signature,16.0,$195.96,7%,$182.24,Live,In Stock,72,Dual certified - USAP and UPA-A,Lifetime,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,264",Good,16.46,7.5,6.0,8.4,116.3,5.77,23.2,52
Volair,Mach 2 Forza,16.0,$190.99,29%,$135.60,Live,In Stock,58,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,330",Elite,15.88,8.12,5.5,8.1,113.4,7.3,23.8,33
Neonic,Flare Prime X,14.0,$141.08,16%,$118.51,Live,In Stock,61,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,149",Good,16.0,8.0,5.5,7.6,107.3,6.68,23.8,70
11SIX24,Hurache-X Alpha Pro Power,16.0,$202.90,48%,$105.51,Live,In Stock,62,USAP certified,6 months,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber & Fiberglass,Wide cell polypropylene + foam,2206,Good,16.46,7.56,5.91,7.8,113.0,5.92,23.9,72
PaddleTek,Bantam GTO-C,14.3,$265.75,7%,$247.15,Live,In Stock,86,USAP certified,Lifetime,Hybrid,Gen-1,Cold Pressed,Peel Ply-Coarse,Toray Carbon Fiber & Fiberglass,Polypropylene Honeycomb,"2,214",Good,16.2,7.7,5.5,8.0,118.6,6.76,24.8,75
Pickleball Apes,Charm V,16.0,$216.74,50%,$108.37,Live,In Stock,61,USAP certified,1 year,Widebody,Gen-4,Thermoformed,Peel Ply-Coarse,Kevlar & Nylon,EPP core with PU padding,"2,190",Good,15.79,8.11,5.39,8.2,112.4,7.61,24.0,73
Vatic Pro,V-Sol Power V7-LH,16.0,$114.42,7%,$106.41,Live,In Stock,45,USAP certified,6 months,Widebody,Gen-4,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Full foam EPP,"2,133",Good,16.42,7.48,5.71,8.1,121.0,6.3,24.4,74
Franklin,Tour Tempo,12.0,$159.84,38%,$99.10,Live,In Stock,59,Dual certified - USAP and UPA-A,1 year,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,252",Good,15.9,8.0,5.0,7.4,101.4,6.15,23.6,54
Bread & Butter,Filth Hybrid,16.0,$153.19,32%,$104.17,Live,In Stock,70,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,2160,Good,16.22,7.87,5.5,8.0,112.4,6.66,23.8,52
Honolulu Pickleball Co.,Sword & Shield-J2,16.0,$143.61,32%,$97.65,Live,In Stock,68,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"1,714",Poor,16.2,7.8,5.5,8.0,117.7,6.55,24.0,47
Six Zero,Ruby,14.0,$195.13,37%,$122.93,Live,In Stock,70,Dual certified - USAP and UPA-A,1 year,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Dupont Kevlar,Polypropylene Honeycomb,"2,124",Good,16.3,7.7,5.5,8.2,114.1,6.5,23.7,56
Chorus,Phoenix HX,16.0,$178.36,24%,$135.55,Live,In Stock,74,USAP certified,4 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Soft carbon fiber,Wide cell polypropylene + foam,2140,Good,16.22,7.76,5.71,7.9,111.0,6.62,23.7,79
F+B,Runout-E,14.0,$213.78,5%,$203.09,Live,In Stock,95,USAP certified,6 months,Elongated,Gen-3,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Honeycomb polypropylene + foam,2300,Elite,16.46,7.44,5.71,8.1,114.9,5.86,24.1,66
Pickleball Apes,Pro Line Energy,16.5,$154.91,18%,$127.03,Live,In Stock,100,USAP certified,1 year,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,Kevlar & Carbon Fiber,Polypropylene Narrow-Cell Honeycomb,"2,081",Fair,17.0,7.0,6.25,8.3,122.0,5.7,24.7,46
Honolulu Pickleball Co.,J2Ti+,16.0,$161.62,48%,$84.04,Live,In Stock,95,USAP certified,1 year,Hybrid,Gen-3,Thermoformed,Peel Ply-Coarse,Dupont Kevlar,Honeycomb polypropylene + foam,"2,137",Good,16.2,7.8,5.3,8.3,117.8,7.22,23.9,62
Neonic,Flow Prime X,16.0,$133.51,41%,$78.77,Live,In Stock,77,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,158",Good,16.25,7.63,5.5,8.1,116.1,6.49,23.8,60
Bread & Butter,Fat Boy,16.0,$175.95,43%,$100.29,Live,In Stock,93,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,3K Kevlar-Carbon Fiber Weave,Polypropylene Honeycomb,2069,Fair,15.9,8.1,5.3,8.0,107.8,7.11,23.5,48
Honolulu Pickleball Co.,J2NFK,16.0,$205.23,2%,$201.13,Live,In Stock,100,USAP certified,1 year,Hybrid,Gen-4,Thermoformed,Peel Ply-Coarse,Dupont Kevlar,Full-Foam (EPP with EVA border),"2,209",Good,16.18,7.76,5.3,8.1,112.7,6.88,23.7,64
PaddleTek,Bantam ALW-C,14.3,$207.74,46%,$112.18,Live,In Stock,34,Dual certified - USAP and UPA-A,Lifetime,Widebody,Gen-1,Cold Pressed,Peel Ply-Coarse,Toray Carbon Fiber & Fiberglass,Polypropylene Honeycomb,"2,302",Elite,15.9,7.9,5.25,7.7,107.9,6.76,23.7,85
Pickleball Apes,Pulse E,16.5,$180.02,48%,$93.61,Live,In Stock,46,USAP certified,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Kevlar & Nylon,Honeycomb polypropylene + foam,"2,286",Good,16.9,7.1,6.0,8.3,129.3,5.88,24.8,68
Chorus,Supercourt Classic,16.0,$129.81,44%,$72.69,Live,In Stock,49,USAP certified,4 months,Widebody,Gen-1,Cold Pressed,Peel Ply-Coarse,Carbon Fiber,Polypropylene Honeycomb,2033,Fair,16.0,8.0,6.25,8.0,107.0,6.0,23.1,46
Gearbox,Pro Ultimate Hyper,16.0,$252.62,18%,$207.15,Live,In Stock,24,USAP certified,1 year,Widebody,Gen-3,Thermoformed-edgeless,Peel Ply-Coarse,Toray Carbon Fiber,Carbon fiber + foam,"2,178",Good,16.0,8.0,5.5,8.0,112.3,6.4,24.7,67
Facolos,Elite X,16.0,$183.73,8%,$169.03,Live,In Stock,50,,3 months,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Honeycomb polypropylene + foam,2156,Good,16.5,7.44,5.55,8.2,121.6,5.75,24.2,55
Komodo,Tonto 18K,14.0,$238.27,38%,$147.73,Live,In Stock,33,USAP certified,1 year,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,18K Carbon Fiber,Polypropylene Honeycomb,"1,854",Poor,16.5,7.4,5.8,7.1,100.0,5.32,23.3,43
CRBN,TruFoam Genesis 3,14.0,$291.40,0%,$291.40,Live,In Stock,16,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-4,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Foam,2315,Elite,16.5,7.5,5.25,8.4,124.9,6.37,24.6,69
Franklin,Tour Dynasty,16.0,$152.80,26%,$113.07,Live,In Stock,30,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,2167,Good,16.5,7.5,5.6,9.2,138.7,7.45,24.6,47
JOOLA,Perseus Pro IV,14.0,$290.90,41%,$171.63,Live,In Stock,29,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Honeycomb polypropylene + foam,"2,159",Good,16.46,7.36,5.5,7.9,115.1,6.08,24.2,77
Franklin,C45 Dynasty 16mm,16.0,$238.92,24%,$181.58,Live,In Stock,24,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Honeycomb polypropylene + foam,2083,Fair,16.46,7.52,5.6,7.8,115.3,5.85,24.4,66
JOOLA,Magnus 3S,16.0,$251.02,5%,$238.47,Live,In Stock,16,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Honeycomb polypropylene + foam,"2,117",Good,16.5,7.5,5.0,7.9,114.0,6.12,24.1,73
Diadem,Hush,18.0,$176.16,39%,$107.46,Live,In Stock,23,USAP Quiet Approved only (not tournament legal),6 months,Elongated,Gen-1,Cold Pressed,Textured polyurethane,Thermoplastic Polyurethane,Carbon fiber frame with BASF materials,2776,Elite,16.54,7.22,5.6,8.3,122.7,5.13,24.5,100
Vatic Pro,Bloom Prism 14,14.0,$102.82,34%,$67.86,Live,In Stock,18,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,103",Good,16.0,8.0,5.5,7.8,108.2,6.75,23.8,39
Ronbus,NOVA R3,16.0,$162.31,33%,$108.75,Live,In Stock,32,USAP certified,6 months,Elongated,Gen-2,Thermoformed,Peel Ply-Fine,Toray Carbon Fiber,Polypropylene Honeycomb,"2,068",Fair,16.5,7.5,5.5,8.1,121.0,6.1,24.4,46
Franklin,C45 Dynasty 14mm,14.0,$216.79,37%,$136.58,Live,In Stock,37,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Honeycomb polypropylene + foam,2115,Good,16.46,7.52,5.6,7.9,117.6,6.0,24.4,66
Ronbus,NOVA R2,16.0,$180.00,11%,$160.20,Live,In Stock,57,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,127",Good,16.0,8.0,5.5,7.9,108.4,6.58,23.6,49
Selkirk,LABS 007 Invikta,14.0,$333.00,11%,$296.37,Live,In Stock,57,Dual certified - USAP and UPA-A,2 year,Elongated,Gen-2,Thermoformed-edgeless,Grit,Carbon Fiber,Polypropylene Honeycomb & Titanium,"2,198",Good,16.45,7.5,5.35,8.4,124.5,6.14,24.6,65
Maverix,Clash-15 Pro,15.0,$179.99,11%,$160.19,Live,In Stock,57,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Kevlar & Carbon Fiber,Polypropylene Honeycomb,"1,986",Fair,16.2,7.7,5.4,8.2,116.2,6.42,23.9,48
Vatic Pro,V-Sol Pro V7,16.0,$109.99,11%,$97.89,Live,In Stock,57,USAP certified,6 months,Widebody,Gen-4,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Full foam (EPP with EVA border),"2,196",Good,16.46,7.52,5.39,8.2,115.8,6.55,23.6,91
Ethos,Dunamis,14.0,$179.95,11%,$160.16,Live,In Stock,57,USAP certified,1 year,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Kevlar & Carbon Fiber,Polypropylene Honeycomb,1678,Poor,16.0,8.0,5.35,7.5,99.6,6.18,23.1,28
Bread & Butter,Loco Hybrid,16.0,$199.99,11%,$177.99,Live,In Stock,57,USAP certified,6 months,Hybrid,Gen-4,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Full-Foam (EPP with EVA border),2254,Good,16.26,7.72,5.51,8.1,115.1,6.65,24.0,88
Wilson,Vesper Power 14,14.0,$249.00,11%,$221.61,Live,In Stock,57,USAP certified,1 year,Elongated,Gen-2,Thermoformed-edgeless,Peel Ply-Coarse,Carbon Fiber,Honeycomb polypropylene + foam,"2,009",Fair,16.42,7.4,5.25,8.1,117.6,5.45,23.8,70
Chorus,Shapeshifter EX,16.0,$179.99,11%,$160.19,Live,In Stock,57,USAP certified,4 months,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,18K Toray Carbon Fiber,Narrow cell polypropylene,2157,Good,16.46,7.52,5.5,7.9,118.1,6.48,24.4,52
Diadem,Icon V2 XL,13.7,$199.95,11%,$177.96,Live,In Stock,57,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Grit,Carbon Fiber (Japanese-Sourced),Polypropylene Honeycomb (2 sheets),1718,Poor,16.0,7.6,5.25,8.2,125.0,5.69,24.5,38
Six Zero,Infinity Black Diamond,16.0,$220.00,11%,$195.80,Live,In Stock,57,USAP certified,1 year,Hybrid,Gen-2,Thermoformed-edgeless,Peel Ply-Coarse,Toray Fiberglass,Polypropylene Honeycomb,"2,273",Good,16.3,7.7,5.5,8.0,106.2,5.7,23.0,42
CRBN,TruFoam Waves 3,14.0,$279.99,11%,$249.19,Live,In Stock,57,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-4,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Foam,2231,Good,16.42,7.48,5.43,8.2,118.1,6.51,24.3,74
