Company,Paddle,Core Thickness (mm),Retail Price,Discount,Discounted Price,Model State,Stock State,Stock Count,Certification Status,Warranty,Shape,Build,Manufacturing Process,Surface Texture,Surface Layup,Core Type,Spin RPI,Spin Category,Length (in),Width (in),Handle Length (in),Static Weight (oz),Swing Weight,Twist Weight,Balance Point (cm),Firepower (0-100)
Selkirk,SLK Halo Power XL,13.0,$153.09,49%,$78.08,Live,In Stock,47,Dual certified - USAP and UPA-A,6 months,Elongated,Gen-1,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"1,849",Poor,16.4,7.4,5.75,7.5,115.0,5.27,24.2,0
Ronbus,Pulsar FX.R2,16.0,$164.34,27%,$119.97,Live,In Stock,91,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,177",Good,16.0,8.0,5.5,8.2,114.1,7.09,23.4,53
PaddleTek,Bantam ESQ-C,12.7,$260.58,46%,$140.71,Live,In Stock,46,Dual certified - USAP and UPA-A,Lifetime,Widebody,Gen-1,Cold Pressed,Peel Ply-Coarse,Toray Carbon Fiber & Fiberglass,Polypropylene Honeycomb,"2,339",Elite,15.9,8.0,5.5,7.6,102.5,6.6,23.2,79
Proton,Series Four,15.0,$291.69,11%,$259.60,Live,In Stock,39,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,3K Kevlar-Carbon Fiber Weave,Polypropylene Honeycomb,"2,114",Good,16.5,7.5,5.5,8.0,116.4,5.61,24.1,60
Engage,Profoam,14.0,$213.38,40%,$128.03,Live,In Stock,108,Dual certified - USAP and UPA-A,Lifetime,Elongated,Gen-4,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Full-Foam (EPP with edge foam),,Poor,16.54,7.51,5.59,8.0,121.6,6.43,24.9,0
Tecnifibre,TF Select,15.0,$222.17,23%,$171.07,Attrition,In Stock,78,USAP certified,3 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Dupont Kevlar,Polypropylene Honeycomb,"2,144",Good,16.3,7.7,5.5,8.2,116.6,6.73,23.9,58
Volair,Mach 2 Forza,14.0,$184.02,4%,$176.66,Live,In Stock,41,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,236",Good,15.88,8.12,5.5,7.8,107.7,6.8,23.7,39
Gherkin,Wrath,16.0,$156.57,26%,$115.86,Live,In Stock,70,TBD,TBD,Hybrid,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Wide cell polypropylene + foam,"2,101",Good,16.22,7.56,5.39,8.0,110.6,6.12,23.5,75
Selkirk,SLK ERA Elongated,16.0,$182.95,49%,$93.30,Live,In Stock,65,USAP certified,6 months,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Polypropylene + foam,"2,190",Good,16.55,7.45,5.8,8.1,117.6,6.35,24.0,70
ProXR,Signature,16.0,$208.56,26%,$154.33,Live,In Stock,66,Dual certified - USAP and UPA-A,Lifetime,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,264",Good,16.46,7.5,6.0,8.4,116.3,5.77,23.2,52
Volair,Mach 2 Forza,16.0,$181.84,29%,$129.11,Live,In Stock,52,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,330",Elite,15.88,8.12,5.5,8.1,113.4,7.3,23.8,33
Neonic,Flare Prime X,14.0,$138.10,46%,$74.57,Live,In Stock,49,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,149",Good,16.0,8.0,5.5,7.6,107.3,6.68,23.8,70
11SIX24,Hurache-X Alpha Pro Power,16.0,$200.71,15%,$170.60,Live,In Stock,56,USAP certified,6 months,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber & Fiberglass,Wide cell polypropylene + foam,2206,Good,16.46,7.56,5.91,7.8,113.0,5.92,23.9,72
PaddleTek,Bantam GTO-C,14.3,$236.26,47%,$125.22,Live,In Stock,63,USAP certified,Lifetime,Hybrid,Gen-1,Cold Pressed,Peel Ply-Coarse,Toray Carbon Fiber & Fiberglass,Polypropylene Honeycomb,"2,214",Good,16.2,7.7,5.5,8.0,118.6,6.76,24.8,75
Pickleball Apes,Charm V,16.0,$213.83,13%,$186.03,Live,In Stock,55,USAP certified,1 year,Widebody,Gen-4,Thermoformed,Peel Ply-Coarse,Kevlar & Nylon,EPP core with PU padding,"2,190",Good,15.79,8.11,5.39,8.2,112.4,7.61,24.0,73
Vatic Pro,V-Sol Power V7-LH,16.0,$105.03,31%,$72.47,Live,In Stock,54,USAP certified,6 months,Widebody,Gen-4,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Full foam EPP,"2,133",Good,16.42,7.48,5.71,8.1,121.0,6.3,24.4,74
Franklin,Tour Tempo,12.0,$150.07,8%,$138.06,Live,In Stock,55,Dual certified - USAP and UPA-A,1 year,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,252",Good,15.9,8.0,5.0,7.4,101.4,6.15,23.6,54
Bread & Butter,Filth Hybrid,16.0,$154.15,31%,$106.36,Live,In Stock,69,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,2160,Good,16.22,7.87,5.5,8.0,112.4,6.66,23.8,52
Honolulu Pickleball Co.,Sword & Shield-J2,16.0,$154.93,28%,$111.55,Live,In Stock,75,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"1,714",Poor,16.2,7.8,5.5,8.0,117.7,6.55,24.0,47
Six Zero,Ruby,14.0,$182.33,47%,$96.63,Live,In Stock,65,Dual certified - USAP and UPA-A,1 year,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Dupont Kevlar,Polypropylene Honeycomb,"2,124",Good,16.3,7.7,5.5,8.2,114.1,6.5,23.7,56
Chorus,Phoenix HX,16.0,$185.43,38%,$114.97,Live,In Stock,73,USAP certified,4 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Soft carbon fiber,Wide cell polypropylene + foam,2140,Good,16.22,7.76,5.71,7.9,111.0,6.62,23.7,79
F+B,Runout-E,14.0,$181.12,44%,$101.43,Live,In Stock,85,USAP certified,6 months,Elongated,Gen-3,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Honeycomb polypropylene + foam,2300,Elite,16.46,7.44,5.71,8.1,114.9,5.86,24.1,66
Pickleball Apes,Pro Line Energy,16.5,$163.69,24%,$124.40,Live,In Stock,85,USAP certified,1 year,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,Kevlar & Carbon Fiber,Polypropylene Narrow-Cell Honeycomb,"2,081",Fair,17.0,7.0,6.25,8.3,122.0,5.7,24.7,46
Honolulu Pickleball Co.,J2Ti+,16.0,$161.90,23%,$124.66,Live,In Stock,86,USAP certified,1 year,Hybrid,Gen-3,Thermoformed,Peel Ply-Coarse,Dupont Kevlar,Honeycomb polypropylene + foam,"2,137",Good,16.2,7.8,5.3,8.3,117.8,7.22,23.9,62
Neonic,Flow Prime X,16.0,$138.30,24%,$105.11,Live,In Stock,70,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,158",Good,16.25,7.63,5.5,8.1,116.1,6.49,23.8,60
Bread & Butter,Fat Boy,16.0,$176.45,43%,$100.58,Live,In Stock,84,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,3K Kevlar-Carbon Fiber Weave,Polypropylene Honeycomb,2069,Fair,15.9,8.1,5.3,8.0,107.8,7.11,23.5,48
Honolulu Pickleball Co.,J2NFK,16.0,$213.54,7%,$198.59,Live,In Stock,76,USAP certified,1 year,Hybrid,Gen-4,Thermoformed,Peel Ply-Coarse,Dupont Kevlar,Full-Foam (EPP with EVA border),"2,209",Good,16.18,7.76,5.3,8.1,112.7,6.88,23.7,64
PaddleTek,Bantam ALW-C,14.3,$229.99,1%,$227.69,Live,In Stock,29,Dual certified - USAP and UPA-A,Lifetime,Widebody,Gen-1,Cold Pressed,Peel Ply-Coarse,Toray Carbon Fiber & Fiberglass,Polypropylene Honeycomb,"2,302",Elite,15.9,7.9,5.25,7.7,107.9,6.76,23.7,85
Pickleball Apes,Pulse E,16.5,$199.99,1%,$197.99,Live,In Stock,29,USAP certified,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Kevlar & Nylon,Honeycomb polypropylene + foam,"2,286",Good,16.9,7.1,6.0,8.3,129.3,5.88,24.8,68
Chorus,Supercourt Classic,16.0,$119.99,1%,$118.79,Live,In Stock,29,USAP certified,4 months,Widebody,Gen-1,Cold Pressed,Peel Ply-Coarse,Carbon Fiber,Polypropylene Honeycomb,2033,Fair,16.0,8.0,6.25,8.0,107.0,6.0,23.1,46
Gearbox,Pro Ultimate Hyper,16.0,$274.99,1%,$272.24,Live,In Stock,29,USAP certified,1 year,Widebody,Gen-3,Thermoformed-edgeless,Peel Ply-Coarse,Toray Carbon Fiber,Carbon fiber + foam,"2,178",Good,16.0,8.0,5.5,8.0,112.3,6.4,24.7,67
Facolos,Elite X,16.0,$170.00,1%,$168.30,Live,In Stock,29,,3 months,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Honeycomb polypropylene + foam,2156,Good,16.5,7.44,5.55,8.2,121.6,5.75,24.2,55
Komodo,Tonto 18K,14.0,$227.97,1%,$225.69,Live,In Stock,29,USAP certified,1 year,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,18K Carbon Fiber,Polypropylene Honeycomb,"1,854",Poor,16.5,7.4,5.8,7.1,100.0,5.32,23.3,43
CRBN,TruFoam Genesis 3,14.0,$279.99,1%,$277.19,Live,In Stock,29,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-4,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Foam,2315,Elite,16.5,7.5,5.25,8.4,124.9,6.37,24.6,69
Franklin,Tour Dynasty,16.0,$149.99,1%,$148.49,Live,In Stock,29,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,2167,Good,16.5,7.5,5.6,9.2,138.7,7.45,24.6,47
JOOLA,Perseus Pro IV,14.0,$279.95,1%,$277.15,Live,In Stock,29,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Honeycomb polypropylene + foam,"2,159",Good,16.46,7.36,5.5,7.9,115.1,6.08,24.2,77
Franklin,C45 Dynasty 16mm,16.0,$229.99,1%,$227.69,Live,In Stock,29,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Honeycomb polypropylene + foam,2083,Fair,16.46,7.52,5.6,7.8,115.3,5.85,24.4,66
