Company,Paddle,Core Thickness (mm),Retail Price,Discount,Discounted Price,Model State,Stock State,Stock Count,Certification Status,Warranty,Shape,Build,Manufacturing Process,Surface Texture,Surface Layup,Core Type,Spin RPI,Spin Category,Length (in),Width (in),Handle Length (in),Static Weight (oz),Swing Weight,Twist Weight,Balance Point (cm),Firepower (0-100)
Selkirk,SLK Halo Power XL,13.0,$139.57,1%,$138.17,Live,In Stock,46,Dual certified - USAP and UPA-A,6 months,Elongated,Gen-1,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"1,849",Poor,16.4,7.4,5.75,7.5,115.0,5.27,24.2,0
Ronbus,Pulsar FX.R2,16.0,$170.61,8%,$156.96,Live,In Stock,75,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,177",Good,16.0,8.0,5.5,8.2,114.1,7.09,23.4,53
PaddleTek,Bantam ESQ-C,12.7,$245.39,11%,$218.40,Live,In Stock,37,Dual certified - USAP and UPA-A,Lifetime,Widebody,Gen-1,Cold Pressed,Peel Ply-Coarse,Toray Carbon Fiber & Fiberglass,Polypropylene Honeycomb,"2,339",Elite,15.9,8.0,5.5,7.6,102.5,6.6,23.2,79
Proton,Series Four,15.0,$297.69,6%,$279.83,Live,In Stock,30,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,3K Kevlar-Carbon Fiber Weave,Polypropylene Honeycomb,"2,114",Good,16.5,7.5,5.5,8.0,116.4,5.61,24.1,60
Engage,Profoam,14.0,$249.89,15%,$212.41,Live,In Stock,95,Dual certified - USAP and UPA-A,Lifetime,Elongated,Gen-4,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Full-Foam (EPP with edge foam),,Poor,16.54,7.51,5.59,8.0,121.6,6.43,24.9,0
Tecnifibre,TF Select,15.0,$233.66,49%,$119.17,Live,In Stock,68,USAP certified,3 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Dupont Kevlar,Polypropylene Honeycomb,"2,144",Good,16.3,7.7,5.5,8.2,116.6,6.73,23.9,58
Volair,Mach 2 Forza,14.0,$167.20,10%,$150.48,Live,In Stock,44,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,236",Good,15.88,8.12,5.5,7.8,107.7,6.8,23.7,39
Gherkin,Wrath,16.0,$161.38,43%,$91.99,Live,In Stock,52,TBD,TBD,Hybrid,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Wide cell polypropylene + foam,"2,101",Good,16.22,7.56,5.39,8.0,110.6,6.12,23.5,75
Selkirk,SLK ERA Elongated,16.0,$200.00,8%,$184.00,Live,In Stock,48,USAP certified,6 months,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Polypropylene + foam,"2,190",Good,16.55,7.45,5.8,8.1,117.6,6.35,24.0,70
ProXR,Signature,16.0,$209.99,8%,$193.19,Live,In Stock,48,Dual certified - USAP and UPA-A,Lifetime,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,264",Good,16.46,7.5,6.0,8.4,116.3,5.77,23.2,52
Volair,Mach 2 Forza,16.0,$179.99,8%,$165.59,Live,In Stock,48,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,330",Elite,15.88,8.12,5.5,8.1,113.4,7.3,23.8,33
Neonic,Flare Prime X,14.0,$139.99,8%,$128.79,Live,In Stock,48,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,149",Good,16.0,8.0,5.5,7.6,107.3,6.68,23.8,70
11SIX24,Hurache-X Alpha Pro Power,16.0,$199.99,8%,$183.99,Live,In Stock,48,USAP certified,6 months,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber & Fiberglass,Wide cell polypropylene + foam,2206,Good,16.46,7.56,5.91,7.8,113.0,5.92,23.9,72
PaddleTek,Bantam GTO-C,14.3,$249.99,8%,$229.99,Live,In Stock,48,USAP certified,Lifetime,Hybrid,Gen-1,Cold Pressed,Peel Ply-Coarse,Toray Carbon Fiber & Fiberglass,Polypropylene Honeycomb,"2,214",Good,16.2,7.7,5.5,8.0,118.6,6.76,24.8,75
Pickleball Apes,Charm V,16.0,$199.99,8%,$183.99,Live,In Stock,48,USAP certified,1 year,Widebody,Gen-4,Thermoformed,Peel Ply-Coarse,Kevlar & Nylon,EPP core with PU padding,"2,190",Good,15.79,8.11,5.39,8.2,112.4,7.61,24.0,73
Vatic Pro,V-Sol Power V7-LH,16.0,$109.99,8%,$101.19,Live,In Stock,48,USAP certified,6 months,Widebody,Gen-4,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Full foam EPP,"2,133",Good,16.42,7.48,5.71,8.1,121.0,6.3,24.4,74
Franklin,Tour Tempo,12.0,$149.99,8%,$137.99,Live,In Stock,48,Dual certified - USAP and UPA-A,1 year,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,252",Good,15.9,8.0,5.0,7.4,101.4,6.15,23.6,54
