Company,Paddle,Core Thickness (mm),Retail Price,Discount,Discounted Price,Model State,Stock State,Stock Count,Certification Status,Warranty,Shape,Build,Manufacturing Process,Surface Texture,Surface Layup,Core Type,Spin RPI,Spin Category,Length (in),Width (in),Handle Length (in),Static Weight (oz),Swing Weight,Twist Weight,Balance Point (cm),Firepower (0-100)
Selkirk,SLK Halo Power XL,13.0,$145.16,41%,$85.64,Live,In Stock,86,Dual certified - USAP and UPA-A,6 months,Elongated,Gen-1,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"1,849",Poor,16.4,7.4,5.75,7.5,115.0,5.27,24.2,0
Ronbus,Pulsar FX.R2,16.0,$179.13,31%,$123.60,Attrition,In Stock,81,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,177",Good,16.0,8.0,5.5,8.2,114.1,7.09,23.4,53
PaddleTek,Bantam ESQ-C,12.7,$251.56,38%,$155.97,Live,In Stock,102,Dual certified - USAP and UPA-A,Lifetime,Widebody,Gen-1,Cold Pressed,Peel Ply-Coarse,Toray Carbon Fiber & Fiberglass,Polypropylene Honeycomb,"2,339",Elite,15.9,8.0,5.5,7.6,102.5,6.6,23.2,79
Proton,Series Four,15.0,$277.82,30%,$194.47,Live,In Stock,46,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,3K Kevlar-Carbon Fiber Weave,Polypropylene Honeycomb,"2,114",Good,16.5,7.5,5.5,8.0,116.4,5.61,24.1,60
Engage,Profoam,14.0,$238.20,22%,$185.80,Live,In Stock,146,Dual certified - USAP and UPA-A,Lifetime,Elongated,Gen-4,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Full-Foam (EPP with edge foam),,Poor,16.54,7.51,5.59,8.0,121.6,6.43,24.9,0
Tecnifibre,TF Select,15.0,$227.66,21%,$179.85,Attrition,In Stock,98,USAP certified,3 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Dupont Kevlar,Polypropylene Honeycomb,"2,144",Good,16.3,7.7,5.5,8.2,116.6,6.73,23.9,58
Volair,Mach 2 Forza,14.0,$190.41,19%,$154.23,Live,In Stock,70,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,236",Good,15.88,8.12,5.5,7.8,107.7,6.8,23.7,39
Gherkin,Wrath,16.0,$162.24,42%,$94.10,Live,In Stock,105,TBD,TBD,Hybrid,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Wide cell polypropylene + foam,"2,101",Good,16.22,7.56,5.39,8.0,110.6,6.12,23.5,75
Selkirk,SLK ERA Elongated,16.0,$185.36,24%,$140.87,Live,In Stock,90,USAP certified,6 months,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Polypropylene + foam,"2,190",Good,16.55,7.45,5.8,8.1,117.6,6.35,24.0,70
ProXR,Signature,16.0,$200.89,44%,$112.50,Live,In Stock,68,Dual certified - USAP and UPA-A,Lifetime,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,264",Good,16.46,7.5,6.0,8.4,116.3,5.77,23.2,52
Volair,Mach 2 Forza,16.0,$162.19,37%,$102.18,Live,In Stock,57,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,330",Elite,15.88,8.12,5.5,8.1,113.4,7.3,23.8,33
Neonic,Flare Prime X,14.0,$129.29,0%,$129.29,Attrition,In Stock,69,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,149",Good,16.0,8.0,5.5,7.6,107.3,6.68,23.8,70
11SIX24,Hurache-X Alpha Pro Power,16.0,$212.16,20%,$169.73,Attrition,In Stock,66,USAP certified,6 months,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber & Fiberglass,Wide cell polypropylene + foam,2206,Good,16.46,7.56,5.91,7.8,113.0,5.92,23.9,72
PaddleTek,Bantam GTO-C,14.3,$257.57,13%,$224.09,Live,In Stock,84,USAP certified,Lifetime,Hybrid,Gen-1,Cold Pressed,Peel Ply-Coarse,Toray Carbon Fiber & Fiberglass,Polypropylene Honeycomb,"2,214",Good,16.2,7.7,5.5,8.0,118.6,6.76,24.8,75
Pickleball Apes,Charm V,16.0,$202.58,31%,$139.78,Live,In Stock,57,USAP certified,1 year,Widebody,Gen-4,Thermoformed,Peel Ply-Coarse,Kevlar & Nylon,EPP core with PU padding,"2,190",Good,15.79,8.11,5.39,8.2,112.4,7.61,24.0,73
Vatic Pro,V-Sol Power V7-LH,16.0,$115.60,21%,$91.32,Live,In Stock,60,USAP certified,6 months,Widebody,Gen-4,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Full foam EPP,"2,133",Good,16.42,7.48,5.71,8.1,121.0,6.3,24.4,74
Franklin,Tour Tempo,12.0,$140.35,28%,$101.05,Live,In Stock,70,Dual certified - USAP and UPA-A,1 year,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,252",Good,15.9,8.0,5.0,7.4,101.4,6.15,23.6,54
Bread & Butter,Filth Hybrid,16.0,$167.56,39%,$102.21,Live,In Stock,77,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,2160,Good,16.22,7.87,5.5,8.0,112.4,6.66,23.8,52
Honolulu Pickleball Co.,Sword & Shield-J2,16.0,$155.29,33%,$104.04,Attrition,In Stock,77,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"1,714",Poor,16.2,7.8,5.5,8.0,117.7,6.55,24.0,47
Six Zero,Ruby,14.0,$210.27,47%,$111.44,Attrition,In Stock,68,Dual certified - USAP and UPA-A,1 year,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Dupont Kevlar,Polypropylene Honeycomb,"2,124",Good,16.3,7.7,5.5,8.2,114.1,6.5,23.7,56
Chorus,Phoenix HX,16.0,$176.41,17%,$146.42,Live,In Stock,101,USAP certified,4 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Soft carbon fiber,Wide cell polypropylene + foam,2140,Good,16.22,7.76,5.71,7.9,111.0,6.62,23.7,79
F+B,Runout-E,14.0,$207.28,3%,$201.06,Live,In Stock,102,USAP certified,6 months,Elongated,Gen-3,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Honeycomb polypropylene + foam,2300,Elite,16.46,7.44,5.71,8.1,114.9,5.86,24.1,66
Pickleball Apes,Pro Line Energy,16.5,$135.15,5%,$128.39,Live,In Stock,104,USAP certified,1 year,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,Kevlar & Carbon Fiber,Polypropylene Narrow-Cell Honeycomb,"2,081",Fair,17.0,7.0,6.25,8.3,122.0,5.7,24.7,46
Honolulu Pickleball Co.,J2Ti+,16.0,$162.87,3%,$157.98,Live,In Stock,111,USAP certified,1 year,Hybrid,Gen-3,Thermoformed,Peel Ply-Coarse,Dupont Kevlar,Honeycomb polypropylene + foam,"2,137",Good,16.2,7.8,5.3,8.3,117.8,7.22,23.9,62
Neonic,Flow Prime X,16.0,$143.04,36%,$91.55,Live,In Stock,75,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,158",Good,16.25,7.63,5.5,8.1,116.1,6.49,23.8,60
Bread & Butter,Fat Boy,16.0,$194.32,26%,$143.80,Live,In Stock,117,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,3K Kevlar-Carbon Fiber Weave,Polypropylene Honeycomb,2069,Fair,15.9,8.1,5.3,8.0,107.8,7.11,23.5,48
Honolulu Pickleball Co.,J2NFK,16.0,$177.74,39%,$108.42,Live,In Stock,124,USAP certified,1 year,Hybrid,Gen-4,Thermoformed,Peel Ply-Coarse,Dupont Kevlar,Full-Foam (EPP with EVA border),"2,209",Good,16.18,7.76,5.3,8.1,112.7,6.88,23.7,64
PaddleTek,Bantam ALW-C,14.3,$227.18,10%,$204.46,Live,In Stock,47,Dual certified - USAP and UPA-A,Lifetime,Widebody,Gen-1,Cold Pressed,Peel Ply-Coarse,Toray Carbon Fiber & Fiberglass,Polypropylene Honeycomb,"2,302",Elite,15.9,7.9,5.25,7.7,107.9,6.76,23.7,85
Pickleball Apes,Pulse E,16.5,$200.72,10%,$180.65,Live,In Stock,64,USAP certified,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Kevlar & Nylon,Honeycomb polypropylene + foam,"2,286",Good,16.9,7.1,6.0,8.3,129.3,5.88,24.8,68
Chorus,Supercourt Classic,16.0,$120.37,12%,$105.93,Live,In Stock,50,USAP certified,4 months,Widebody,Gen-1,Cold Pressed,Peel Ply-Coarse,Carbon Fiber,Polypropylene Honeycomb,2033,Fair,16.0,8.0,6.25,8.0,107.0,6.0,23.1,46
Gearbox,Pro Ultimate Hyper,16.0,$267.28,33%,$179.08,Live,In Stock,20,USAP certified,1 year,Widebody,Gen-3,Thermoformed-edgeless,Peel Ply-Coarse,Toray Carbon Fiber,Carbon fiber + foam,"2,178",Good,16.0,8.0,5.5,8.0,112.3,6.4,24.7,67
Facolos,Elite X,16.0,$186.89,39%,$114.00,Live,In Stock,61,,3 months,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Honeycomb polypropylene + foam,2156,Good,16.5,7.44,5.55,8.2,121.6,5.75,24.2,55
Komodo,Tonto 18K,14.0,$223.66,10%,$201.29,Live,In Stock,39,USAP certified,1 year,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,18K Carbon Fiber,Polypropylene Honeycomb,"1,854",Poor,16.5,7.4,5.8,7.1,100.0,5.32,23.3,43
CRBN,TruFoam Genesis 3,14.0,$255.83,5%,$243.04,Attrition,In Stock,27,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-4,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Foam,2315,Elite,16.5,7.5,5.25,8.4,124.9,6.37,24.6,69
Franklin,Tour Dynasty,16.0,$162.44,17%,$134.83,Live,In Stock,56,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,2167,Good,16.5,7.5,5.6,9.2,138.7,7.45,24.6,47
JOOLA,Perseus Pro IV,14.0,$264.63,48%,$137.61,Live,In Stock,23,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Honeycomb polypropylene + foam,"2,159",Good,16.46,7.36,5.5,7.9,115.1,6.08,24.2,77
Franklin,C45 Dynasty 16mm,16.0,$233.44,13%,$203.09,Live,In Stock,17,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Honeycomb polypropylene + foam,2083,Fair,16.46,7.52,5.6,7.8,115.3,5.85,24.4,66
JOOLA,Magnus 3S,16.0,$242.76,25%,$182.07,Live,In Stock,23,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Honeycomb polypropylene + foam,"2,117",Good,16.5,7.5,5.0,7.9,114.0,6.12,24.1,73
Diadem,Hush,18.0,$201.46,48%,$104.76,Live,In Stock,20,USAP Quiet Approved only (not tournament legal),6 months,Elongated,Gen-1,Cold Pressed,Textured polyurethane,Thermoplastic Polyurethane,Carbon fiber frame with BASF materials,2776,Elite,16.54,7.22,5.6,8.3,122.7,5.13,24.5,100
Vatic Pro,Bloom Prism 14,14.0,$101.49,35%,$65.97,Live,In Stock,46,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,103",Good,16.0,8.0,5.5,7.8,108.2,6.75,23.8,39
Ronbus,NOVA R3,16.0,$179.41,12%,$157.88,Live,In Stock,58,USAP certified,6 months,Elongated,Gen-2,Thermoformed,Peel Ply-Fine,Toray Carbon Fiber,Polypropylene Honeycomb,"2,068",Fair,16.5,7.5,5.5,8.1,121.0,6.1,24.4,46
Franklin,C45 Dynasty 14mm,14.0,$228.10,23%,$175.64,Live,In Stock,63,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Honeycomb polypropylene + foam,2115,Good,16.46,7.52,5.6,7.9,117.6,6.0,24.4,66
Ronbus,NOVA R2,16.0,$179.35,13%,$156.03,Live,In Stock,59,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,127",Good,16.0,8.0,5.5,7.9,108.4,6.58,23.6,49
Selkirk,LABS 007 Invikta,14.0,$365.91,34%,$241.50,Live,In Stock,89,Dual certified - USAP and UPA-A,2 year,Elongated,Gen-2,Thermoformed-edgeless,Grit,Carbon Fiber,Polypropylene Honeycomb & Titanium,"2,198",Good,16.45,7.5,5.35,8.4,124.5,6.14,24.6,65
Maverix,Clash-15 Pro,15.0,$176.84,18%,$145.01,Live,In Stock,60,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Kevlar & Carbon Fiber,Polypropylene Honeycomb,"1,986",Fair,16.2,7.7,5.4,8.2,116.2,6.42,23.9,48
Vatic Pro,V-Sol Pro V7,16.0,$117.30,12%,$103.22,Live,In Stock,74,USAP certified,6 months,Widebody,Gen-4,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Full foam (EPP with EVA border),"2,196",Good,16.46,7.52,5.39,8.2,115.8,6.55,23.6,91
Ethos,Dunamis,14.0,$188.90,17%,$156.79,Live,In Stock,76,USAP certified,1 year,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Kevlar & Carbon Fiber,Polypropylene Honeycomb,1678,Poor,16.0,8.0,5.35,7.5,99.6,6.18,23.1,28
Bread & Butter,Loco Hybrid,16.0,$199.05,18%,$163.22,Live,In Stock,73,USAP certified,6 months,Hybrid,Gen-4,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Full-Foam (EPP with EVA border),2254,Good,16.26,7.72,5.51,8.1,115.1,6.65,24.0,88
Wilson,Vesper Power 14,14.0,$233.20,37%,$146.92,Live,In Stock,71,USAP certified,1 year,Elongated,Gen-2,Thermoformed-edgeless,Peel Ply-Coarse,Carbon Fiber,Honeycomb polypropylene + foam,"2,009",Fair,16.42,7.4,5.25,8.1,117.6,5.45,23.8,70
Chorus,Shapeshifter EX,16.0,$179.95,10%,$161.95,Attrition,In Stock,49,USAP certified,4 months,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,18K Toray Carbon Fiber,Narrow cell polypropylene,2157,Good,16.46,7.52,5.5,7.9,118.1,6.48,24.4,52
Diadem,Icon V2 XL,13.7,$188.22,10%,$169.40,Live,In Stock,60,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Grit,Carbon Fiber (Japanese-Sourced),Polypropylene Honeycomb (2 sheets),1718,Poor,16.0,7.6,5.25,8.2,125.0,5.69,24.5,38
Six Zero,Infinity Black Diamond,16.0,$213.67,39%,$130.34,Live,In Stock,60,USAP certified,1 year,Hybrid,Gen-2,Thermoformed-edgeless,Peel Ply-Coarse,Toray Fiberglass,Polypropylene Honeycomb,"2,273",Good,16.3,7.7,5.5,8.0,106.2,5.7,23.0,42
CRBN,TruFoam Waves 3,14.0,$289.84,33%,$194.19,Live,In Stock,48,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-4,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Foam,2231,Good,16.42,7.48,5.43,8.2,118.1,6.51,24.3,74
Reload,RLD 1-16,16.0,$214.28,48%,$111.43,Live,In Stock,101,USAP certified,6 months,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,108",Good,16.5,7.5,5.5,8.3,125.7,6.54,24.6,42
Thrive,Fury,15.5,$204.82,25%,$153.62,Live,In Stock,84,USAP certified,6 months,Hybrid,Gen-3,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,276",Good,16.22,7.76,5.43,8.1,111.6,6.49,23.8,89
Core,Reaction Pro Standard,16.0,$134.21,25%,$100.66,Live,In Stock,96,USAP certified,3 months,Widebody,Gen-1,Cold Pressed,Peel Ply-Fine,T700 Carbon Fiber,Polypropylene Honeycomb,1892,Poor,15.75,8.0,5.13,8.2,111.7,7.25,23.8,24
Thrive,Surge,16.0,$191.20,11%,$170.17,Live,In Stock,84,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,215",Good,16.3,7.7,5.3,8.0,116.3,6.73,24.3,55
GRÜVN,MÜVN-16X,16.0,$159.82,21%,$126.26,Live,In Stock,74,USAP certified,6 months,Elongated,Gen-2,Thermoformed,Peel Ply-Fine,T700 Carbon Fiber,Polypropylene Honeycomb,"2,013",Fair,16.5,7.38,5.5,8.2,116.7,6.3,23.7,32
Proton,Series One-Type B,15.0,$280.14,20%,$224.11,Live,In Stock,81,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-2,Thermoformed,NanoTac,Carbon Fiber,Nomex Honeycomb,"2,336",Elite,16.75,7.25,5.25,8.8,129.6,6.55,24.3,46
Selkirk,AMPED Control Invikta,16.0,$158.63,6%,$149.11,Live,In Stock,62,USAP certified,Lifetime,Elongated,Gen-1,Cold Pressed,Grit,Fiberglass,Polypropylene Honeycomb,"1,855",Poor,16.5,7.38,5.25,8.2,119.4,5.93,24.0,30
Six Zero,Ruby,16.0,$206.53,1%,$204.46,Live,In Stock,67,Dual certified - USAP and UPA-A,1 year,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Dupont Kevlar,Polypropylene Honeycomb,"2,271",Good,16.3,7.7,5.5,8.3,117.0,6.81,23.7,54
Six Zero,Ruby Pro,14.0,$207.03,18%,$169.76,Live,In Stock,75,Dual certified - USAP and UPA-A,1 year,Hybrid,Gen-2,Thermoformed,Peel ply with diamond grit,Toray Carbon Fiber,Large cell (12 mm) polypropylene,"2,220",Good,16.15,7.68,5.51,8.2,115.5,6.46,24.0,73
Selkirk,LABS 008 Invikta,10.0,$290.80,12%,$255.90,Live,In Stock,62,Dual certified - USAP and UPA-A,2 year,Elongated,Gen-4,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Full foam,"2,133",Good,16.45,7.44,5.5,8.0,119.5,5.26,23.3,66
Hudef,Viva Pro Gen2,16.0,$125.91,9%,$114.58,Live,In Stock,76,USAP certified,Lifetime,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,060",Fair,16.5,7.4,5.5,8.1,128.0,6.5,25.3,46
Thompson,515-Uni,14.25,$259.00,19%,$209.79,Live,In Stock,70,USAP certified,1 year,Hybrid,Gen-1,Cold Pressed,Peel Ply-Coarse,Carbon Fiber (American-Sourced),Polypropylene Honeycomb,"2,231",Good,16.4,7.63,5.25,8.2,107.5,6.48,22.9,67
Ronbus,Quanta R1.16,16.0,$118.81,29%,$84.36,Live,In Stock,65,USAP certified,6 months,Elongated,Gen-4,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Full-Foam (EPP+EVA+TPE),"2,184",Good,16.54,7.44,5.59,7.7,110.2,5.74,23.9,77
ProXR,"Zane Navratil ""The Standard""",14.0,$198.59,5%,$188.66,Live,In Stock,78,Dual certified - USAP and UPA-A,Lifetime,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,260",Good,16.0,8.0,5.25,8.2,107.0,6.92,22.7,39
Gamma,Airbender,16.0,$199.99,12%,$175.99,Live,In Stock,50,USAP certified,1 year,Elongated,Gen-2,Thermoformed-edgeless,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"1,903",Fair,16.5,7.38,5.38,8.5,115.3,5.57,23.3,39
Rokne,Republic 2.16 Standard,16.0,$209.99,12%,$184.79,Live,In Stock,50,USAP certified,6 months,Hybrid,Gen-1,Cold Pressed,Grit,Mitsubishi T700 Carbon Fiber,Polypropylene Honeycomb,"1,176",Poor,16.25,7.5,5.5,8.4,126.2,6.5,24.6,35
PaddleTek,Bantam ALW-C,12.7,$229.99,12%,$202.39,Live,In Stock,50,Dual certified - USAP and UPA-A,Lifetime,Widebody,Gen-1,Cold Pressed,Peel Ply-Coarse,Toray Carbon Fiber & Fiberglass,Polypropylene Honeycomb,"2,241",Good,15.9,7.9,5.25,7.8,103.4,6.51,23.5,83
JOOLA,Perseus MOD TA-15,16.0,$280.00,12%,$246.40,Live,In Stock,50,Sunset (no longer legal),6 months,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Honeycomb polypropylene + foam,"2,243",Good,16.46,7.36,5.5,8.8,119.2,6.12,24.6,97
F+B,Runout-H,14.0,$199.90,12%,$175.91,Live,In Stock,50,USAP certified,6 months,Hybrid,Gen-3,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Honeycomb polypropylene + foam,2249,Good,16.22,7.72,5.71,8.1,111.7,6.08,23.9,66
Electrum,Pro II,11.0,$149.99,12%,$131.99,Live,In Stock,50,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,2089,Fair,16.0,8.0,5.25,7.6,106.0,6.75,23.7,34
Wilson,Vesper Control 17,17.0,$249.00,12%,$219.12,Live,In Stock,50,USAP certified,1 year,Widebody,Gen-2,Thermoformed-edgeless,Peel Ply-Coarse,Carbon Fiber,Honeycomb polypropylene + foam,"2,013",Fair,15.98,7.87,5.0,8.1,114.3,6.15,23.9,18
Vatic Pro,Prism Flash,16.0,$99.99,12%,$87.99,Live,In Stock,50,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,200",Good,16.3,7.7,5.3,7.8,111.0,6.25,24.0,36
Element 6,Surtr,16.0,$199.00,12%,$175.12,Live,In Stock,50,USAP certified,1 year,Hybrid,Gen-3,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Carbon fiber + foam,2067,Fair,16.26,7.72,5.55,8.0,113.5,6.33,23.8,77
