Company,Paddle,Core Thickness (mm),Retail Price,Discount,Discounted Price,Model State,Stock State,Stock Count,Certification Status,Warranty,Shape,Build,Manufacturing Process,Surface Texture,Surface Layup,Core Type,Spin RPI,Spin Category,Length (in),Width (in),Handle Length (in),Static Weight (oz),Swing Weight,Twist Weight,Balance Point (cm),Firepower (0-100)
Selkirk,SLK Halo Power XL,13.0,$130.67,7%,$121.52,Live,In Stock,80,Dual certified - USAP and UPA-A,6 months,Elongated,Gen-1,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"1,849",Poor,16.4,7.4,5.75,7.5,115.0,5.27,24.2,0
Ronbus,Pulsar FX.R2,16.0,$165.73,46%,$89.49,Attrition,In Stock,86,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,177",Good,16.0,8.0,5.5,8.2,114.1,7.09,23.4,53
PaddleTek,Bantam ESQ-C,12.7,$258.91,9%,$235.61,Live,In Stock,87,Dual certified - USAP and UPA-A,Lifetime,Widebody,Gen-1,Cold Pressed,Peel Ply-Coarse,Toray Carbon Fiber & Fiberglass,Polypropylene Honeycomb,"2,339",Elite,15.9,8.0,5.5,7.6,102.5,6.6,23.2,79
Proton,Series Four,15.0,$306.68,43%,$174.81,Live,In Stock,35,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,3K Kevlar-Carbon Fiber Weave,Polypropylene Honeycomb,"2,114",Good,16.5,7.5,5.5,8.0,116.4,5.61,24.1,60
Engage,Profoam,14.0,$251.77,7%,$234.15,Live,In Stock,132,Dual certified - USAP and UPA-A,Lifetime,Elongated,Gen-4,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Full-Foam (EPP with edge foam),,Poor,16.54,7.51,5.59,8.0,121.6,6.43,24.9,0
Tecnifibre,TF Select,15.0,$235.98,22%,$184.06,Attrition,In Stock,107,USAP certified,3 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Dupont Kevlar,Polypropylene Honeycomb,"2,144",Good,16.3,7.7,5.5,8.2,116.6,6.73,23.9,58
Volair,Mach 2 Forza,14.0,$173.30,35%,$112.65,Live,In Stock,65,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,236",Good,15.88,8.12,5.5,7.8,107.7,6.8,23.7,39
Gherkin,Wrath,16.0,$157.31,36%,$100.68,Live,In Stock,92,TBD,TBD,Hybrid,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Wide cell polypropylene + foam,"2,101",Good,16.22,7.56,5.39,8.0,110.6,6.12,23.5,75
Selkirk,SLK ERA Elongated,16.0,$214.93,26%,$159.05,Live,In Stock,87,USAP certified,6 months,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Polypropylene + foam,"2,190",Good,16.55,7.45,5.8,8.1,117.6,6.35,24.0,70
ProXR,Signature,16.0,$192.99,33%,$129.30,Live,In Stock,76,Dual certified - USAP and UPA-A,Lifetime,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,264",Good,16.46,7.5,6.0,8.4,116.3,5.77,23.2,52
Volair,Mach 2 Forza,16.0,$185.88,32%,$126.40,Live,In Stock,61,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,330",Elite,15.88,8.12,5.5,8.1,113.4,7.3,23.8,33
Neonic,Flare Prime X,14.0,$150.97,31%,$104.17,Live,In Stock,63,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,149",Good,16.0,8.0,5.5,7.6,107.3,6.68,23.8,70
11SIX24,Hurache-X Alpha Pro Power,16.0,$200.21,23%,$154.16,Attrition,In Stock,54,USAP certified,6 months,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber & Fiberglass,Wide cell polypropylene + foam,2206,Good,16.46,7.56,5.91,7.8,113.0,5.92,23.9,72
PaddleTek,Bantam GTO-C,14.3,$228.73,25%,$171.55,Live,In Stock,81,USAP certified,Lifetime,Hybrid,Gen-1,Cold Pressed,Peel Ply-Coarse,Toray Carbon Fiber & Fiberglass,Polypropylene Honeycomb,"2,214",Good,16.2,7.7,5.5,8.0,118.6,6.76,24.8,75
Pickleball Apes,Charm V,16.0,$182.00,11%,$161.98,Live,In Stock,54,USAP certified,1 year,Widebody,Gen-4,Thermoformed,Peel Ply-Coarse,Kevlar & Nylon,EPP core with PU padding,"2,190",Good,15.79,8.11,5.39,8.2,112.4,7.61,24.0,73
Vatic Pro,V-Sol Power V7-LH,16.0,$116.97,4%,$112.29,Live,In Stock,58,USAP certified,6 months,Widebody,Gen-4,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Full foam EPP,"2,133",Good,16.42,7.48,5.71,8.1,121.0,6.3,24.4,74
Franklin,Tour Tempo,12.0,$148.43,43%,$84.61,Live,In Stock,65,Dual certified - USAP and UPA-A,1 year,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,252",Good,15.9,8.0,5.0,7.4,101.4,6.15,23.6,54
Bread & Butter,Filth Hybrid,16.0,$180.86,37%,$113.94,Live,In Stock,78,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,2160,Good,16.22,7.87,5.5,8.0,112.4,6.66,23.8,52
Honolulu Pickleball Co.,Sword & Shield-J2,16.0,$142.46,28%,$102.57,Attrition,In Stock,83,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"1,714",Poor,16.2,7.8,5.5,8.0,117.7,6.55,24.0,47
Six Zero,Ruby,14.0,$210.61,48%,$109.52,Attrition,In Stock,64,Dual certified - USAP and UPA-A,1 year,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Dupont Kevlar,Polypropylene Honeycomb,"2,124",Good,16.3,7.7,5.5,8.2,114.1,6.5,23.7,56
Chorus,Phoenix HX,16.0,$182.23,33%,$122.09,Live,In Stock,95,USAP certified,4 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Soft carbon fiber,Wide cell polypropylene + foam,2140,Good,16.22,7.76,5.71,7.9,111.0,6.62,23.7,79
F+B,Runout-E,14.0,$194.44,3%,$188.61,Live,In Stock,90,USAP certified,6 months,Elongated,Gen-3,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Honeycomb polypropylene + foam,2300,Elite,16.46,7.44,5.71,8.1,114.9,5.86,24.1,66
Pickleball Apes,Pro Line Energy,16.5,$144.95,38%,$89.87,Live,In Stock,94,USAP certified,1 year,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,Kevlar & Carbon Fiber,Polypropylene Narrow-Cell Honeycomb,"2,081",Fair,17.0,7.0,6.25,8.3,122.0,5.7,24.7,46
Honolulu Pickleball Co.,J2Ti+,16.0,$170.19,36%,$108.92,Live,In Stock,102,USAP certified,1 year,Hybrid,Gen-3,Thermoformed,Peel Ply-Coarse,Dupont Kevlar,Honeycomb polypropylene + foam,"2,137",Good,16.2,7.8,5.3,8.3,117.8,7.22,23.9,62
Neonic,Flow Prime X,16.0,$144.44,0%,$144.44,Live,In Stock,83,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,158",Good,16.25,7.63,5.5,8.1,116.1,6.49,23.8,60
Bread & Butter,Fat Boy,16.0,$207.64,15%,$176.49,Live,In Stock,115,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,3K Kevlar-Carbon Fiber Weave,Polypropylene Honeycomb,2069,Fair,15.9,8.1,5.3,8.0,107.8,7.11,23.5,48
Honolulu Pickleball Co.,J2NFK,16.0,$179.65,45%,$98.81,Live,In Stock,115,USAP certified,1 year,Hybrid,Gen-4,Thermoformed,Peel Ply-Coarse,Dupont Kevlar,Full-Foam (EPP with EVA border),"2,209",Good,16.18,7.76,5.3,8.1,112.7,6.88,23.7,64
PaddleTek,Bantam ALW-C,14.3,$241.15,20%,$192.92,Live,In Stock,42,Dual certified - USAP and UPA-A,Lifetime,Widebody,Gen-1,Cold Pressed,Peel Ply-Coarse,Toray Carbon Fiber & Fiberglass,Polypropylene Honeycomb,"2,302",Elite,15.9,7.9,5.25,7.7,107.9,6.76,23.7,85
Pickleball Apes,Pulse E,16.5,$187.49,47%,$99.37,Live,In Stock,49,USAP certified,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Kevlar & Nylon,Honeycomb polypropylene + foam,"2,286",Good,16.9,7.1,6.0,8.3,129.3,5.88,24.8,68
Chorus,Supercourt Classic,16.0,$127.78,10%,$115.00,Live,In Stock,44,USAP certified,4 months,Widebody,Gen-1,Cold Pressed,Peel Ply-Coarse,Carbon Fiber,Polypropylene Honeycomb,2033,Fair,16.0,8.0,6.25,8.0,107.0,6.0,23.1,46
Gearbox,Pro Ultimate Hyper,16.0,$270.29,46%,$145.96,Live,In Stock,29,USAP certified,1 year,Widebody,Gen-3,Thermoformed-edgeless,Peel Ply-Coarse,Toray Carbon Fiber,Carbon fiber + foam,"2,178",Good,16.0,8.0,5.5,8.0,112.3,6.4,24.7,67
Facolos,Elite X,16.0,$157.19,45%,$86.45,Live,In Stock,69,,3 months,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Honeycomb polypropylene + foam,2156,Good,16.5,7.44,5.55,8.2,121.6,5.75,24.2,55
Komodo,Tonto 18K,14.0,$248.77,7%,$231.36,Live,In Stock,37,USAP certified,1 year,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,18K Carbon Fiber,Polypropylene Honeycomb,"1,854",Poor,16.5,7.4,5.8,7.1,100.0,5.32,23.3,43
CRBN,TruFoam Genesis 3,14.0,$293.22,28%,$211.12,Live,In Stock,15,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-4,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Foam,2315,Elite,16.5,7.5,5.25,8.4,124.9,6.37,24.6,69
Franklin,Tour Dynasty,16.0,$149.48,25%,$112.11,Live,In Stock,49,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,2167,Good,16.5,7.5,5.6,9.2,138.7,7.45,24.6,47
JOOLA,Perseus Pro IV,14.0,$290.69,9%,$264.53,Live,In Stock,25,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Honeycomb polypropylene + foam,"2,159",Good,16.46,7.36,5.5,7.9,115.1,6.08,24.2,77
Franklin,C45 Dynasty 16mm,16.0,$224.81,30%,$157.37,Live,In Stock,15,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Honeycomb polypropylene + foam,2083,Fair,16.46,7.52,5.6,7.8,115.3,5.85,24.4,66
JOOLA,Magnus 3S,16.0,$258.25,21%,$204.02,Live,In Stock,30,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Honeycomb polypropylene + foam,"2,117",Good,16.5,7.5,5.0,7.9,114.0,6.12,24.1,73
Diadem,Hush,18.0,$199.92,14%,$171.93,Live,In Stock,27,USAP Quiet Approved only (not tournament legal),6 months,Elongated,Gen-1,Cold Pressed,Textured polyurethane,Thermoplastic Polyurethane,Carbon fiber frame with BASF materials,2776,Elite,16.54,7.22,5.6,8.3,122.7,5.13,24.5,100
Vatic Pro,Bloom Prism 14,14.0,$99.05,7%,$92.12,Live,In Stock,31,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,103",Good,16.0,8.0,5.5,7.8,108.2,6.75,23.8,39
Ronbus,NOVA R3,16.0,$193.91,26%,$143.49,Live,In Stock,50,USAP certified,6 months,Elongated,Gen-2,Thermoformed,Peel Ply-Fine,Toray Carbon Fiber,Polypropylene Honeycomb,"2,068",Fair,16.5,7.5,5.5,8.1,121.0,6.1,24.4,46
Franklin,C45 Dynasty 14mm,14.0,$246.58,36%,$157.81,Live,In Stock,49,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Honeycomb polypropylene + foam,2115,Good,16.46,7.52,5.6,7.9,117.6,6.0,24.4,66
Ronbus,NOVA R2,16.0,$169.82,10%,$152.84,Live,In Stock,69,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,127",Good,16.0,8.0,5.5,7.9,108.4,6.58,23.6,49
Selkirk,LABS 007 Invikta,14.0,$322.70,34%,$212.98,Live,In Stock,74,Dual certified - USAP and UPA-A,2 year,Elongated,Gen-2,Thermoformed-edgeless,Grit,Carbon Fiber,Polypropylene Honeycomb & Titanium,"2,198",Good,16.45,7.5,5.35,8.4,124.5,6.14,24.6,65
Maverix,Clash-15 Pro,15.0,$197.10,9%,$179.36,Live,In Stock,60,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Kevlar & Carbon Fiber,Polypropylene Honeycomb,"1,986",Fair,16.2,7.7,5.4,8.2,116.2,6.42,23.9,48
Vatic Pro,V-Sol Pro V7,16.0,$106.08,6%,$99.72,Live,In Stock,62,USAP certified,6 months,Widebody,Gen-4,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Full foam (EPP with EVA border),"2,196",Good,16.46,7.52,5.39,8.2,115.8,6.55,23.6,91
Ethos,Dunamis,14.0,$182.93,47%,$96.95,Live,In Stock,65,USAP certified,1 year,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Kevlar & Carbon Fiber,Polypropylene Honeycomb,1678,Poor,16.0,8.0,5.35,7.5,99.6,6.18,23.1,28
Bread & Butter,Loco Hybrid,16.0,$209.90,42%,$121.74,Live,In Stock,78,USAP certified,6 months,Hybrid,Gen-4,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Full-Foam (EPP with EVA border),2254,Good,16.26,7.72,5.51,8.1,115.1,6.65,24.0,88
Wilson,Vesper Power 14,14.0,$264.35,26%,$195.62,Live,In Stock,73,USAP certified,1 year,Elongated,Gen-2,Thermoformed-edgeless,Peel Ply-Coarse,Carbon Fiber,Honeycomb polypropylene + foam,"2,009",Fair,16.42,7.4,5.25,8.1,117.6,5.45,23.8,70
Chorus,Shapeshifter EX,16.0,$163.90,3%,$158.98,Attrition,In Stock,53,USAP certified,4 months,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,18K Toray Carbon Fiber,Narrow cell polypropylene,2157,Good,16.46,7.52,5.5,7.9,118.1,6.48,24.4,52
Diadem,Icon V2 XL,13.7,$186.39,14%,$160.30,Live,In Stock,62,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Grit,Carbon Fiber (Japanese-Sourced),Polypropylene Honeycomb (2 sheets),1718,Poor,16.0,7.6,5.25,8.2,125.0,5.69,24.5,38
Six Zero,Infinity Black Diamond,16.0,$228.39,15%,$194.13,Live,In Stock,51,USAP certified,1 year,Hybrid,Gen-2,Thermoformed-edgeless,Peel Ply-Coarse,Toray Fiberglass,Polypropylene Honeycomb,"2,273",Good,16.3,7.7,5.5,8.0,106.2,5.7,23.0,42
CRBN,TruFoam Waves 3,14.0,$272.08,23%,$209.50,Live,In Stock,56,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-4,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Foam,2231,Good,16.42,7.48,5.43,8.2,118.1,6.51,24.3,74
Reload,RLD 1-16,16.0,$209.58,43%,$119.46,Live,In Stock,87,USAP certified,6 months,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,108",Good,16.5,7.5,5.5,8.3,125.7,6.54,24.6,42
Thrive,Fury,15.5,$195.55,26%,$144.71,Live,In Stock,83,USAP certified,6 months,Hybrid,Gen-3,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,276",Good,16.22,7.76,5.43,8.1,111.6,6.49,23.8,89
Core,Reaction Pro Standard,16.0,$119.68,33%,$80.19,Live,In Stock,88,USAP certified,3 months,Widebody,Gen-1,Cold Pressed,Peel Ply-Fine,T700 Carbon Fiber,Polypropylene Honeycomb,1892,Poor,15.75,8.0,5.13,8.2,111.7,7.25,23.8,24
Thrive,Surge,16.0,$196.65,39%,$119.96,Live,In Stock,78,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,215",Good,16.3,7.7,5.3,8.0,116.3,6.73,24.3,55
GRÜVN,MÜVN-16X,16.0,$144.81,37%,$91.23,Live,In Stock,83,USAP certified,6 months,Elongated,Gen-2,Thermoformed,Peel Ply-Fine,T700 Carbon Fiber,Polypropylene Honeycomb,"2,013",Fair,16.5,7.38,5.5,8.2,116.7,6.3,23.7,32
Proton,Series One-Type B,15.0,$300.18,22%,$234.14,Live,In Stock,90,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-2,Thermoformed,NanoTac,Carbon Fiber,Nomex Honeycomb,"2,336",Elite,16.75,7.25,5.25,8.8,129.6,6.55,24.3,46
Selkirk,AMPED Control Invikta,16.0,$160.00,9%,$145.60,Live,In Stock,67,USAP certified,Lifetime,Elongated,Gen-1,Cold Pressed,Grit,Fiberglass,Polypropylene Honeycomb,"1,855",Poor,16.5,7.38,5.25,8.2,119.4,5.93,24.0,30
Six Zero,Ruby,16.0,$199.00,9%,$181.09,Live,In Stock,67,Dual certified - USAP and UPA-A,1 year,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Dupont Kevlar,Polypropylene Honeycomb,"2,271",Good,16.3,7.7,5.5,8.3,117.0,6.81,23.7,54
Six Zero,Ruby Pro,14.0,$225.00,9%,$204.75,Live,In Stock,67,Dual certified - USAP and UPA-A,1 year,Hybrid,Gen-2,Thermoformed,Peel ply with diamond grit,Toray Carbon Fiber,Large cell (12 mm) polypropylene,"2,220",Good,16.15,7.68,5.51,8.2,115.5,6.46,24.0,73
Selkirk,LABS 008 Invikta,10.0,$288.00,9%,$262.08,Live,In Stock,67,Dual certified - USAP and UPA-A,2 year,Elongated,Gen-4,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Full foam,"2,133",Good,16.45,7.44,5.5,8.0,119.5,5.26,23.3,66
Hudef,Viva Pro Gen2,16.0,$129.99,9%,$118.29,Live,In Stock,67,USAP certified,Lifetime,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,060",Fair,16.5,7.4,5.5,8.1,128.0,6.5,25.3,46
Thompson,515-Uni,14.25,$249.00,9%,$226.59,Live,In Stock,67,USAP certified,1 year,Hybrid,Gen-1,Cold Pressed,Peel Ply-Coarse,Carbon Fiber (American-Sourced),Polypropylene Honeycomb,"2,231",Good,16.4,7.63,5.25,8.2,107.5,6.48,22.9,67
Ronbus,Quanta R1.16,16.0,$119.99,9%,$109.19,Live,In Stock,67,USAP certified,6 months,Elongated,Gen-4,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Full-Foam (EPP+EVA+TPE),"2,184",Good,16.54,7.44,5.59,7.7,110.2,5.74,23.9,77
ProXR,"Zane Navratil ""The Standard""",14.0,$209.99,9%,$191.09,Live,In Stock,67,Dual certified - USAP and UPA-A,Lifetime,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,260",Good,16.0,8.0,5.25,8.2,107.0,6.92,22.7,39
